shopid;orderid;buyerid;itemid;gmv;order_time
2976;1095612;1381;5245469;73.0;28/12/2020
2181;1095617;4259;8035391;85.0;08/10/2020
2381;1095623;4036;2590307;58.0;17/08/2020
2015;1095632;2443;4010294;37.0;01/07/2020
2704;1095640;3886;7302802;72.0;18/08/2020
2980;1095642;4714;4110535;27.0;29/07/2020
2500;1095650;1995;9169760;32.0;28/09/2020
2782;1095651;2552;5065476;38.0;17/07/2020
2294;1095660;4930;2724854;69.0;29/12/2020
2140;1095669;4596;9259356;64.0;02/08/2020
2238;1095675;1087;4492051;52.0;25/07/2020
2436;1095685;1124;3150888;42.0;26/03/2020
2050;1095688;4092;4865123;1.0;09/02/2020
2267;1095694;1958;6770282;64.0;06/07/2020
2890;1095698;4551;5768391;2.0;05/10/2020
2271;1095699;2411;2753844;15.0;09/11/2020
2173;1095702;1181;7578398;90.0;27/02/2020
2889;1095709;1469;6647955;86.0;25/11/2020
2277;1095719;2579;5378832;66.0;20/01/2020
2050;1095725;4754;4745479;79.0;09/09/2020
2402;1095731;4929;1919428;58.0;12/07/2020
2469;1095741;2499;5274209;10.0;26/12/2020
2566;1095743;1883;2630199;71.0;03/04/2020
2992;1095752;3434;6693087;21.0;26/02/2020
2693;1095753;1692;4822430;56.0;31/07/2020
2840;1095762;3203;2973005;63.0;26/08/2020
2460;1095767;3367;4013430;16.0;29/11/2020
2996;1095776;3446;5915218;94.0;27/11/2020
2484;1095786;4176;1425929;95.0;07/01/2020
2012;1095793;3451;7062220;17.0;29/04/2020
2559;1095795;4789;6095121;78.0;11/11/2020
2083;1095798;4699;7015447;67.0;02/10/2020
2742;1095808;1962;2018411;46.0;12/09/2020
2521;1095818;3951;7166543;28.0;17/05/2020
2592;1095823;4584;3895110;68.0;06/08/2020
2797;1095830;2673;3727237;39.0;05/01/2020
2162;1095838;3497;9183179;23.0;14/10/2020
2242;1095845;1354;6963337;59.0;23/11/2020
2099;1095853;2953;4843907;94.0;11/11/2020
2051;1095859;2088;3600125;36.0;15/05/2020
2608;1095868;1727;7024280;51.0;21/08/2020
2917;1095870;3393;8324255;30.0;25/04/2020
2176;1095871;2772;7202362;5.0;16/01/2020
2470;1095881;3638;4212810;51.0;16/12/2020
2578;1095882;4341;4532089;89.0;06/03/2020
2373;1095887;4330;4258838;87.0;02/01/2020
2003;1095896;1273;5271764;80.0;21/01/2020
2266;1095902;4366;6366084;9.0;18/02/2020
2364;1095905;1809;5618758;32.0;09/11/2020
2444;1095908;4194;4421232;98.0;25/02/2020
2944;1095913;4672;7866484;54.0;30/12/2020
2692;1095917;1112;8777237;20.0;24/08/2020
2716;1095922;1873;1680540;19.0;15/08/2020
2224;1095924;3838;1859095;75.0;13/11/2020
2334;1095928;3406;3164543;94.0;31/01/2020
2242;1095935;1577;4374072;38.0;25/05/2020
2631;1095940;2376;7568618;79.0;18/09/2020
2856;1095948;2760;5808987;17.0;19/10/2020
2000;1095949;4785;3036665;19.0;04/06/2020
2150;1095955;2203;7985130;53.0;09/04/2020
2496;1095960;3008;7710939;1.0;19/11/2020
2944;1095968;1804;5212415;18.0;16/11/2020
2792;1095970;1980;1397673;94.0;11/11/2020
2321;1095979;2621;5040073;31.0;28/05/2020
2640;1095984;4067;7439827;8.0;11/11/2020
2308;1095986;2195;4294557;76.0;27/09/2020
2019;1095987;4452;6012055;70.0;02/08/2020
2784;1095992;1017;1307974;16.0;25/02/2020
2572;1095994;3003;7264663;31.0;11/09/2020
2177;1096001;3308;7154212;82.0;03/03/2020
2936;1096007;3931;4246491;10.0;17/09/2020
2353;1096011;3043;7308119;54.0;08/02/2020
2572;1096016;2432;6557424;68.0;25/11/2020
2654;1096018;2659;8000295;77.0;02/12/2020
2045;1096025;2963;9009515;15.0;05/11/2020
2206;1096033;3873;8392346;90.0;02/07/2020
2467;1096040;4921;7453567;28.0;21/01/2020
2911;1096047;4624;2975106;65.0;20/11/2020
2227;1096049;2344;1428817;77.0;29/02/2020
2879;1096054;4494;3929277;40.0;22/03/2020
2067;1096055;2483;3303156;47.0;12/01/2020
2001;1096063;2933;2797169;64.0;20/07/2020
2153;1096067;3421;6378955;62.0;21/02/2020
2324;1096071;4324;3033633;44.0;03/01/2020
2620;1096081;1833;3970894;66.0;27/01/2020
2406;1096091;1098;4468628;88.0;15/07/2020
2009;1096097;1740;3733013;7.0;07/05/2020
2400;1096103;1415;5213739;24.0;16/02/2020
2650;1096111;1772;6867627;67.0;01/05/2020
2971;1096119;4743;4362733;61.0;10/03/2020
2107;1096121;2786;1928025;7.0;20/09/2020
2506;1096124;4003;5564424;73.0;27/10/2020
2213;1096131;4770;1497601;88.0;19/03/2020
2638;1096133;4086;8929989;77.0;03/09/2020
2101;1096138;4239;8854276;73.0;17/06/2020
2473;1096147;3715;8914447;70.0;02/08/2020
2010;1096148;3051;3009334;24.0;30/11/2020
2105;1096156;2940;3687390;36.0;23/06/2020
2185;1096164;2750;4390802;29.0;21/05/2020
2511;1096173;2114;3127809;6.0;26/10/2020
2295;1096180;3817;4119013;86.0;17/08/2020
2398;1096186;1389;2204765;18.0;14/11/2020
2718;1096188;4014;2887324;5.0;05/04/2020
2480;1096194;4197;7797591;12.0;04/09/2020
2920;1096202;4416;6737965;87.0;23/01/2020
2728;1096211;2157;7616694;5.0;14/10/2020
2309;1096218;4810;3361599;15.0;16/04/2020
2121;1096225;3987;8836231;34.0;02/03/2020
2325;1096228;3433;2543153;1.0;17/02/2020
2019;1096234;1205;4255750;99.0;31/05/2020
2275;1096243;4911;8094041;64.0;09/02/2020
2513;1096247;3123;6288779;10.0;28/07/2020
2369;1096251;2178;3734937;99.0;18/04/2020
2661;1096252;2865;7096741;3.0;04/05/2020
2817;1096255;2745;5273657;80.0;01/08/2020
2395;1096261;3191;2201095;72.0;13/02/2020
2294;1096269;1513;2471028;57.0;27/09/2020
2556;1096275;4427;7104644;30.0;06/03/2020
2097;1096281;1226;1594078;93.0;12/07/2020
2464;1096285;3603;6248233;44.0;24/04/2020
2765;1096293;2572;2731233;85.0;15/06/2020
2302;1096296;4825;8827768;33.0;17/08/2020
2521;1096301;4413;2883202;95.0;30/12/2020
2558;1096302;2952;7870819;98.0;28/12/2020
2809;1096312;3509;1592981;20.0;11/09/2020
2525;1096320;3823;5822283;69.0;10/10/2020
2176;1096330;2479;6745726;60.0;03/07/2020
2932;1096337;3051;7455046;68.0;11/09/2020
2989;1096345;4900;6083824;5.0;30/04/2020
2172;1096353;2270;1985902;78.0;28/06/2020
2983;1096359;2165;2409719;23.0;30/12/2020
2935;1096368;4127;5028301;68.0;09/09/2020
2232;1096370;1686;8125587;10.0;25/10/2020
2560;1096371;1426;9110184;2.0;02/11/2020
2130;1096376;3630;1747034;22.0;24/06/2020
2675;1096385;1865;8363042;46.0;10/02/2020
2110;1096389;4524;6986018;56.0;22/09/2020
2401;1096390;1082;8445237;99.0;20/05/2020
2639;1096396;3506;4499148;35.0;14/08/2020
2572;1096402;1652;7354041;54.0;12/04/2020
2925;1096405;4491;7674905;44.0;20/07/2020
2177;1096409;3088;9092543;55.0;13/01/2020
2886;1096415;2193;7377958;81.0;04/03/2020
2668;1096416;3535;6506633;55.0;02/06/2020
2454;1096420;3293;5657805;39.0;18/12/2020
2977;1096422;2880;6112998;9.0;03/01/2020
2497;1096423;4264;1867507;65.0;20/07/2020
2224;1096428;4919;7523261;16.0;03/07/2020
2686;1096438;1296;6530344;91.0;01/04/2020
2457;1096447;1330;3862341;27.0;27/09/2020
2974;1096457;3972;2719276;14.0;13/04/2020
2097;1096459;3833;7588627;43.0;01/08/2020
2803;1096462;4587;2487976;4.0;05/08/2020
2366;1096468;2746;5007616;87.0;29/03/2020
2769;1096473;1452;3544140;48.0;19/01/2020
2137;1096481;1802;3688180;84.0;14/01/2020
2784;1096485;2568;2041546;48.0;21/12/2020
2353;1096490;1629;8781692;14.0;21/09/2020
2960;1096494;3762;8608050;69.0;22/04/2020
2856;1096499;3867;4104253;71.0;24/03/2020
2946;1096506;4655;1759961;11.0;03/08/2020
2327;1096513;2536;8315297;60.0;29/01/2020
2379;1096517;3510;7515408;95.0;13/11/2020
2821;1096518;1698;3717532;55.0;04/07/2020
2644;1096521;2532;4492682;45.0;13/07/2020
2740;1096528;3886;1687656;7.0;02/08/2020
2071;1096533;1965;3630458;75.0;29/01/2020
2291;1096535;4832;3233043;1.0;27/01/2020
2640;1096545;1339;4273815;7.0;11/01/2020
2971;1096549;2344;5991569;29.0;18/03/2020
2525;1096551;3279;4700753;35.0;03/03/2020
2002;1096552;1021;4762990;11.0;20/04/2020
2414;1096560;2081;4832682;39.0;13/02/2020
2329;1096563;3153;7632618;93.0;21/09/2020
2841;1096573;3777;9125949;76.0;29/08/2020
2348;1096574;2452;9092150;50.0;21/01/2020
2631;1096576;4998;6804295;59.0;09/06/2020
2392;1096580;2255;3586695;38.0;28/06/2020
2161;1096587;4334;3014880;78.0;09/09/2020
2480;1096597;2689;2249585;100.0;30/05/2020
2367;1096603;2051;5875562;66.0;14/10/2020
2817;1096609;2295;6992859;84.0;07/11/2020
2872;1096612;2334;8512457;83.0;19/12/2020
2237;1096618;4683;4725335;36.0;20/04/2020
2421;1096627;1479;9260173;24.0;01/07/2020
2426;1096632;4738;2346451;44.0;09/07/2020
2545;1096634;3264;6047874;29.0;15/06/2020
2445;1096638;1922;8996363;45.0;27/07/2020
2063;1096640;2348;2179762;11.0;11/02/2020
2572;1096650;1663;1748152;48.0;07/07/2020
2094;1096658;3877;4774599;71.0;16/07/2020
2372;1096662;2736;4322434;84.0;20/06/2020
2921;1096671;3093;5020112;59.0;09/05/2020
2852;1096674;1324;2052295;4.0;26/06/2020
2926;1096676;1708;8821265;82.0;27/10/2020
2529;1096682;1966;6794279;17.0;29/03/2020
2326;1096683;1761;1541338;32.0;15/07/2020
2671;1096686;1287;3541612;98.0;08/01/2020
2599;1096689;2761;6758288;51.0;26/08/2020
2295;1096692;2033;6959523;87.0;13/12/2020
2328;1096701;3038;7361411;35.0;12/10/2020
2189;1096705;2144;8350332;79.0;29/08/2020
2415;1096706;4750;6204205;24.0;23/04/2020
2384;1096710;4901;5176291;27.0;20/01/2020
2285;1096712;2224;3669070;75.0;07/05/2020
2608;1096721;3809;2099380;10.0;19/12/2020
2639;1096728;4509;5925583;46.0;25/04/2020
2376;1096734;4469;4078297;48.0;10/02/2020
2457;1096744;3425;5881287;88.0;15/02/2020
2416;1096749;3496;7401103;49.0;22/06/2020
2534;1096759;2895;7303392;12.0;08/11/2020
2758;1096768;4219;3752272;8.0;28/05/2020
2947;1096777;4042;6748637;81.0;05/04/2020
2405;1096781;1260;9331621;90.0;13/11/2020
2493;1096791;2069;5802456;49.0;05/09/2020
2186;1096801;2384;6314840;44.0;11/12/2020
2850;1096807;1003;6809457;90.0;14/05/2020
2773;1096809;4209;6421323;52.0;14/06/2020
2174;1096811;3490;2575030;9.0;22/05/2020
2241;1096813;3993;7186303;68.0;26/08/2020
2973;1096816;4310;6675730;56.0;10/05/2020
2615;1096820;2893;5728075;23.0;01/06/2020
2737;1096824;3160;8970022;82.0;25/07/2020
2248;1096831;2664;7296994;97.0;04/09/2020
2747;1096833;3686;3972926;96.0;09/12/2020
2995;1096838;1222;5331613;24.0;10/05/2020
2875;1096848;4466;4530356;89.0;10/03/2020
2039;1096858;2248;7185421;44.0;04/02/2020
2020;1096864;2907;7987696;67.0;23/08/2020
2321;1096869;4629;5166215;52.0;07/09/2020
2735;1096877;2434;6662414;84.0;27/02/2020
2057;1096881;2547;3443510;65.0;09/02/2020
2696;1096885;4851;6540201;42.0;29/10/2020
2838;1096886;3065;5992054;51.0;04/02/2020
2055;1096887;4252;6853555;40.0;10/12/2020
2449;1096890;1842;2664049;49.0;28/11/2020
2003;1096891;3499;8284056;67.0;16/02/2020
2095;1096901;2257;3550374;94.0;13/04/2020
2012;1096908;4794;6345872;7.0;31/08/2020
2205;1096917;3536;8852573;76.0;02/05/2020
2086;1096921;4405;6841914;48.0;02/03/2020
2429;1096930;1731;6872928;39.0;14/02/2020
2941;1096939;1394;1759268;89.0;24/01/2020
2615;1096941;4379;8125506;40.0;28/05/2020
2246;1096951;2668;4512950;39.0;15/05/2020
2475;1096955;4367;3004373;18.0;17/06/2020
2852;1096964;3877;1564996;44.0;12/02/2020
2090;1096969;2259;1564590;94.0;13/03/2020
2951;1096973;3579;5056741;43.0;30/01/2020
2610;1096975;3958;7158898;34.0;04/09/2020
2422;1096985;3767;1318954;22.0;01/05/2020
2905;1096987;2864;6170236;28.0;16/08/2020
2757;1096994;1110;2014526;8.0;31/05/2020
2083;1097003;3201;3942187;60.0;25/12/2020
2379;1097009;4776;8040401;31.0;09/08/2020
2192;1097017;4401;4296987;85.0;31/07/2020
2690;1097022;3419;6736668;81.0;24/01/2020
2368;1097025;2326;3562299;76.0;19/07/2020
2789;1097033;3716;2958689;19.0;30/06/2020
2207;1097037;1999;4038263;95.0;22/05/2020
2104;1097039;4274;2731216;70.0;23/01/2020
2382;1097042;3175;1908730;43.0;15/03/2020
2228;1097049;4193;2845072;60.0;23/02/2020
2548;1097056;3708;2077036;64.0;27/04/2020
2155;1097062;2193;4427570;2.0;26/11/2020
2774;1097063;3407;4837992;79.0;31/05/2020
2924;1097067;2055;9217402;90.0;20/05/2020
2494;1097073;3122;3594906;14.0;02/04/2020
2765;1097080;1197;4382633;51.0;19/11/2020
2909;1097082;2211;7753671;6.0;18/09/2020
2766;1097092;3440;2200136;32.0;18/02/2020
2036;1097102;2703;7603266;32.0;28/11/2020
2104;1097103;1274;7000311;57.0;02/10/2020
2402;1097111;3273;3908085;5.0;03/12/2020
2552;1097121;4973;9198118;83.0;06/12/2020
2274;1097125;3876;2632036;19.0;03/03/2020
2659;1097131;2426;5029257;87.0;08/07/2020
2894;1097136;2523;9317491;32.0;25/07/2020
2945;1097140;2670;1519087;98.0;22/01/2020
2432;1097148;2847;6960742;45.0;24/07/2020
2193;1097151;1544;1911229;67.0;05/11/2020
2749;1097159;4993;2442723;44.0;29/02/2020
2223;1097160;1735;1730198;12.0;02/12/2020
2567;1097168;3821;3656522;84.0;11/04/2020
2503;1097169;2651;7977755;47.0;15/05/2020
2296;1097173;3355;4579704;48.0;23/09/2020
2604;1097174;1090;3976738;12.0;05/03/2020
2455;1097183;1995;6808936;79.0;06/03/2020
2148;1097187;4454;5096162;59.0;02/09/2020
2292;1097191;3913;7916641;71.0;18/04/2020
2383;1097197;2743;3916183;36.0;14/05/2020
2359;1097201;2695;4354609;20.0;07/12/2020
2017;1097204;4982;1876343;73.0;25/08/2020
2523;1097208;3446;3795796;46.0;17/09/2020
2908;1097218;3906;9318061;94.0;13/04/2020
2785;1097221;3609;8884605;50.0;25/04/2020
2798;1097230;3396;5189490;76.0;01/02/2020
2232;1097236;4710;1683235;62.0;25/06/2020
2824;1097246;3477;8167642;96.0;01/07/2020
2679;1097252;2333;5812354;90.0;13/05/2020
2160;1097256;3581;2069641;7.0;12/09/2020
2391;1097264;2935;7763642;97.0;20/01/2020
2133;1097271;2294;4374261;83.0;07/12/2020
2068;1097278;4032;2350324;40.0;30/05/2020
2958;1097283;4185;7852621;13.0;02/11/2020
2807;1097293;1926;7763715;53.0;08/11/2020
2240;1097297;4090;2604582;34.0;11/08/2020
2682;1097305;1426;4139041;70.0;03/06/2020
2285;1097309;3448;6109164;70.0;30/04/2020
2579;1097315;2238;2475289;91.0;18/02/2020
2861;1097319;4569;3679650;81.0;10/12/2020
2855;1097321;1777;5106521;88.0;30/05/2020
2758;1097322;3366;1994136;35.0;21/10/2020
2072;1097325;4895;5874393;16.0;26/07/2020
2898;1097328;2286;8984124;35.0;17/09/2020
2638;1097334;2471;7913569;10.0;07/11/2020
2415;1097335;4250;2816932;76.0;05/11/2020
2375;1097345;3308;1903757;47.0;29/07/2020
2917;1097349;2536;4398890;72.0;01/09/2020
2326;1097351;1409;6796033;94.0;26/11/2020
2859;1097356;1149;5763536;10.0;09/05/2020
2480;1097362;1645;5030869;83.0;25/08/2020
2317;1097370;4920;6361370;98.0;28/12/2020
2121;1097378;3698;4650710;52.0;08/10/2020
2080;1097386;3644;3448517;11.0;30/06/2020
2279;1097391;1821;5462718;11.0;02/12/2020
2453;1097394;3334;1617322;18.0;19/05/2020
2393;1097397;2770;6095793;29.0;11/10/2020
2725;1097401;4468;2791234;20.0;15/09/2020
2215;1097406;4960;4309525;59.0;07/09/2020
2102;1097414;4555;8193427;95.0;07/09/2020
2174;1097417;1051;6703781;1.0;25/05/2020
2282;1097426;3322;6892508;66.0;29/11/2020
2746;1097436;3601;6622004;13.0;01/12/2020
2418;1097437;2534;3411818;98.0;12/09/2020
2803;1097439;2665;5144382;43.0;16/06/2020
2114;1097441;4686;2761146;68.0;05/07/2020
2053;1097450;2249;7201948;100.0;29/08/2020
2760;1097452;4948;9343991;77.0;11/02/2020
2841;1097461;3715;6806284;52.0;16/09/2020
2192;1097469;1387;1878465;66.0;18/02/2020
2203;1097477;2285;3285319;75.0;20/08/2020
2120;1097482;2274;4458153;93.0;28/12/2020
2840;1097484;2067;1530495;90.0;06/04/2020
2348;1097490;2899;8901388;95.0;26/02/2020
2410;1097493;2101;8239453;16.0;07/08/2020
2136;1097499;3502;4092895;39.0;26/06/2020
2610;1097502;4707;2662621;20.0;13/08/2020
2500;1097509;4375;6997783;62.0;13/05/2020
2021;1097511;4136;6599976;39.0;03/03/2020
2241;1097515;4529;8234959;43.0;23/09/2020
2220;1097520;2692;7163681;61.0;22/06/2020
2850;1097530;3720;2455394;36.0;31/01/2020
2604;1097539;1641;7657269;30.0;12/09/2020
2171;1097541;2826;5139251;47.0;21/08/2020
2958;1097545;1536;2473145;10.0;18/06/2020
2085;1097551;4286;7734986;88.0;02/04/2020
2473;1097556;2953;5141289;48.0;06/01/2020
2113;1097562;4513;2628374;51.0;04/03/2020
2405;1097567;2670;2918479;47.0;03/03/2020
2323;1097577;1674;7187860;12.0;28/06/2020
2314;1097579;3064;4119337;67.0;18/03/2020
2289;1097584;4764;2786083;21.0;03/08/2020
2756;1097588;3333;1532847;57.0;07/03/2020
2526;1097596;3806;8158172;47.0;12/08/2020
2689;1097601;3216;6510804;85.0;14/03/2020
2963;1097606;2770;7357863;36.0;15/03/2020
2567;1097607;1177;3636836;60.0;06/04/2020
2139;1097611;4393;3672635;32.0;22/12/2020
2761;1097619;3654;4226157;59.0;05/02/2020
2601;1097624;2227;4351644;66.0;19/04/2020
2280;1097632;3369;8699059;16.0;10/01/2020
2431;1097641;1457;1343786;92.0;11/11/2020
2901;1097644;2903;5073328;45.0;17/08/2020
2549;1097645;2442;4126001;5.0;26/04/2020
2144;1097655;2877;8018998;76.0;03/09/2020
2889;1097664;3816;8969117;9.0;11/04/2020
2378;1097674;2851;3804377;83.0;02/03/2020
2731;1097683;1834;2331723;7.0;24/08/2020
2025;1097688;4636;6546534;27.0;16/03/2020
2511;1097696;1429;2090906;47.0;10/03/2020
2123;1097705;3629;3035363;70.0;01/11/2020
2500;1097711;3516;7319601;33.0;20/03/2020
2456;1097718;4384;1701356;34.0;01/06/2020
2224;1097725;1485;2322126;20.0;28/01/2020
2846;1097728;1796;4373606;73.0;27/04/2020
2532;1097733;1849;8900267;15.0;26/12/2020
2421;1097737;3275;1724560;55.0;19/05/2020
2405;1097743;4965;1489048;51.0;08/01/2020
2505;1097752;2895;7682711;93.0;05/04/2020
2112;1097753;3978;6562823;95.0;08/02/2020
2233;1097757;1605;2158951;32.0;29/12/2020
2833;1097758;4957;2409631;72.0;20/12/2020
2790;1097761;4629;7078324;61.0;26/05/2020
2000;1097766;3529;3730032;34.0;26/03/2020
2078;1097771;4400;7278084;7.0;06/08/2020
2698;1097772;2576;2677626;58.0;16/10/2020
2134;1097773;4839;6804272;28.0;10/07/2020
2897;1097780;3288;4869550;78.0;02/11/2020
2811;1097784;4694;8278223;82.0;02/10/2020
2943;1097787;4805;2554564;11.0;01/05/2020
2283;1097790;4343;6138841;51.0;02/09/2020
2497;1097799;2349;7717670;15.0;02/04/2020
2579;1097803;4769;2375546;20.0;29/07/2020
2644;1097805;1037;3041247;85.0;07/02/2020
2836;1097808;3572;4953637;27.0;25/09/2020
2216;1097809;2407;8753559;19.0;17/11/2020
2238;1097818;3240;1448925;3.0;03/02/2020
2818;1097820;3899;8151401;67.0;14/04/2020
2817;1097828;3998;6642486;52.0;30/03/2020
2763;1097834;3091;8846780;95.0;06/07/2020
2367;1097841;4897;8635363;64.0;28/10/2020
2852;1097845;4434;5226687;24.0;15/03/2020
2326;1097847;3134;8313550;37.0;22/01/2020
2710;1097850;4716;9204696;81.0;23/08/2020
2903;1097856;3709;1409464;63.0;03/12/2020
2435;1097860;3610;8607945;88.0;14/12/2020
2720;1097861;2509;6162859;14.0;14/10/2020
2881;1097866;4004;9108736;84.0;04/11/2020
2837;1097867;2558;1416634;26.0;05/02/2020
2981;1097870;2705;4037378;21.0;15/05/2020
2539;1097874;1396;4090722;97.0;12/04/2020
2607;1097881;1633;3658858;52.0;12/05/2020
2217;1097882;1273;4591249;71.0;25/07/2020
2697;1097888;1333;4374402;42.0;05/10/2020
2533;1097890;1655;7099534;54.0;07/01/2020
2376;1097895;4515;8934912;18.0;10/12/2020
2819;1097905;2180;4261906;63.0;26/04/2020
2009;1097906;2093;5421356;78.0;19/05/2020
2422;1097915;1121;6862942;75.0;16/03/2020
2297;1097919;2614;4394411;17.0;01/06/2020
2040;1097924;2064;6971713;95.0;15/04/2020
2192;1097929;3193;7056791;54.0;25/03/2020
2247;1097930;4703;3841416;13.0;22/12/2020
2061;1097937;3902;3175885;94.0;22/09/2020
2726;1097940;3760;5936468;83.0;24/05/2020
2256;1097946;2038;5322810;3.0;25/07/2020
2684;1097950;1902;6594603;34.0;29/08/2020
2831;1097955;4821;5461447;33.0;12/07/2020
2477;1097965;3751;4948293;88.0;29/07/2020
2983;1097971;1227;8795463;6.0;13/05/2020
2363;1097973;2032;1726185;35.0;20/01/2020
2960;1097982;3726;5729542;13.0;22/04/2020
2492;1097986;3149;3591594;88.0;10/04/2020
2878;1097996;3667;6406643;17.0;14/02/2020
2290;1098006;3739;3348405;13.0;24/12/2020
2482;1098015;4495;5426776;27.0;08/11/2020
2435;1098020;1882;4136412;6.0;31/01/2020
2551;1098022;4047;4218567;61.0;21/09/2020
2599;1098023;4927;5358114;96.0;17/06/2020
2731;1098033;2213;7317686;46.0;27/05/2020
2731;1098043;3528;6989859;3.0;01/11/2020
2343;1098049;2891;6731113;2.0;03/10/2020
2119;1098055;4392;7054779;69.0;10/07/2020
2817;1098064;1163;3786490;56.0;25/05/2020
2769;1098068;4940;8663567;4.0;11/04/2020
2256;1098070;2852;5690501;89.0;16/09/2020
2368;1098080;1423;6793670;51.0;29/12/2020
2774;1098081;3784;5312099;62.0;20/05/2020
2987;1098083;3208;5706651;56.0;08/02/2020
2634;1098090;4515;3576899;78.0;03/02/2020
2511;1098100;2591;5151090;46.0;17/11/2020
2053;1098109;2009;1528155;96.0;02/09/2020
2157;1098118;2491;4635854;1.0;22/04/2020
2922;1098120;3871;8540061;41.0;02/08/2020
2183;1098129;3069;2524835;5.0;11/05/2020
2483;1098134;4875;7657564;92.0;24/12/2020
2868;1098141;4962;4561871;17.0;06/10/2020
2741;1098150;2949;6936260;74.0;09/01/2020
2701;1098158;4584;3866166;14.0;22/11/2020
2148;1098161;4789;1678839;64.0;29/08/2020
2221;1098166;3294;1618254;84.0;23/12/2020
2410;1098171;4836;2708033;39.0;18/12/2020
2074;1098175;1018;1672779;58.0;15/03/2020
2149;1098181;4393;7428338;41.0;08/09/2020
2308;1098182;4293;7257027;8.0;14/06/2020
2014;1098186;2726;4684234;65.0;01/08/2020
2921;1098190;2136;3597103;3.0;07/02/2020
2361;1098200;2791;7875890;41.0;05/02/2020
2612;1098203;1842;7466935;38.0;08/11/2020
2992;1098209;2900;3451082;93.0;09/11/2020
2412;1098211;3969;7567858;65.0;22/10/2020
2649;1098212;2231;7541975;18.0;13/04/2020
2508;1098218;2554;8148162;50.0;26/03/2020
2228;1098221;4622;6135242;80.0;07/04/2020
2067;1098228;3738;3115163;31.0;18/08/2020
2196;1098230;2992;7276899;24.0;15/11/2020
2591;1098237;3490;7788157;11.0;25/12/2020
2417;1098241;2969;5480047;100.0;09/08/2020
2641;1098244;2611;7405121;7.0;20/06/2020
2366;1098249;4402;9069586;44.0;18/09/2020
2974;1098258;2035;7815789;68.0;26/04/2020
2137;1098262;3383;5169813;15.0;01/08/2020
2663;1098265;4001;5364961;99.0;20/01/2020
2743;1098268;4051;8238693;12.0;13/08/2020
2354;1098274;2404;4377546;86.0;25/09/2020
2322;1098281;2598;8190064;78.0;10/09/2020
2771;1098291;3932;6842605;78.0;16/07/2020
2156;1098300;1967;1375429;82.0;19/12/2020
2659;1098301;3389;2613295;78.0;12/03/2020
2415;1098304;4591;1361438;26.0;16/02/2020
2143;1098310;3592;4826512;39.0;06/08/2020
2933;1098312;1639;4389860;78.0;03/09/2020
2302;1098317;1296;8278256;54.0;09/09/2020
2108;1098320;2157;4072472;68.0;06/07/2020
2597;1098322;1677;8186656;41.0;24/04/2020
2383;1098331;2034;8830149;80.0;24/12/2020
2030;1098334;3946;1306888;43.0;31/05/2020
2489;1098344;3339;2190055;67.0;19/06/2020
2296;1098347;1167;9032176;78.0;05/07/2020
2340;1098357;2721;7726825;95.0;09/02/2020
2839;1098365;2921;8711239;25.0;14/02/2020
2182;1098371;1025;6561529;68.0;19/05/2020
2517;1098378;4038;6433319;93.0;21/09/2020
2622;1098381;1256;2122594;51.0;08/03/2020
2937;1098382;1030;1813577;82.0;16/03/2020
2597;1098385;2063;6884909;42.0;14/10/2020
2733;1098386;2334;7798536;15.0;20/09/2020
2828;1098390;2792;5063436;49.0;18/01/2020
2233;1098397;1701;6695772;10.0;05/09/2020
2025;1098399;4467;9032914;73.0;02/05/2020
2942;1098405;4534;6283349;78.0;02/07/2020
2707;1098410;3949;7576919;46.0;01/08/2020
2409;1098419;1441;8247082;38.0;03/08/2020
2933;1098420;4848;3290014;27.0;28/11/2020
2974;1098426;1810;5622956;20.0;21/02/2020
2195;1098436;3726;7613670;28.0;06/03/2020
2431;1098445;1392;6056996;50.0;09/07/2020
2508;1098451;2875;3500972;8.0;06/11/2020
2621;1098455;3953;8115232;37.0;23/07/2020
2473;1098461;4446;3206624;10.0;20/02/2020
2823;1098469;4441;4091300;50.0;11/10/2020
2554;1098477;3713;6391275;25.0;06/01/2020
2635;1098479;4978;4730600;60.0;18/03/2020
2696;1098488;4703;5021707;71.0;24/04/2020
2722;1098492;4755;4445434;96.0;30/08/2020
2555;1098501;2785;1539620;24.0;23/04/2020
2471;1098511;2038;5026499;41.0;05/06/2020
2672;1098519;2413;4454655;25.0;12/01/2020
2752;1098526;1049;3222337;39.0;28/06/2020
2436;1098536;1989;2133382;57.0;13/04/2020
2664;1098537;2972;3779533;67.0;13/06/2020
2940;1098540;4734;4075834;3.0;13/04/2020
2136;1098545;3149;7815675;72.0;12/11/2020
2990;1098547;1253;2297553;94.0;07/10/2020
2738;1098552;4153;5003788;42.0;04/11/2020
2564;1098562;1546;8458602;51.0;01/11/2020
2693;1098569;2590;8152222;80.0;29/05/2020
2452;1098571;1603;6544174;57.0;27/06/2020
2377;1098580;4916;5956507;97.0;08/01/2020
2135;1098587;2506;3871886;71.0;11/12/2020
2292;1098593;2138;7281692;17.0;03/08/2020
2375;1098594;3741;3269936;9.0;08/08/2020
2475;1098595;4470;8026161;52.0;06/05/2020
2338;1098596;4814;7786236;95.0;09/10/2020
2674;1098605;4420;4139683;25.0;20/05/2020
2366;1098612;4310;4542717;23.0;14/12/2020
2194;1098621;1412;5029952;48.0;25/07/2020
2329;1098622;1602;3904616;50.0;24/07/2020
