shopid;buyerid;register_date;country
2230;1366;28/08/2021;ID
2734;1972;09/02/2018;ID
2836;2721;04/05/2018;SG
2577;2401;02/04/2019;SG
2260;2597;05/05/2020;SG
2351;3006;14/04/2019;MY
2861;4091;24/06/2020;PH
2419;3166;28/10/2021;MY
2197;4347;02/10/2018;PH
2516;2888;16/08/2018;SG
2665;4325;27/05/2020;PH
2972;3146;11/10/2018;MY
2624;3885;21/12/2019;MY
2322;2440;02/04/2020;SG
2015;1595;02/10/2019;ID
2060;1422;31/05/2020;ID
2096;4638;14/07/2019;SZ
2519;4925;21/04/2019;SZ
2324;2539;16/03/2021;SG
2291;4337;07/10/2018;PH
2977;4025;05/10/2020;PH
2573;2314;28/02/2020;SG
2698;1641;05/03/2018;ID
2354;3552;07/10/2021;MY
2976;3236;09/12/2018;MY
2312;4905;05/04/2018;SZ
2554;3161;22/12/2019;MY
2467;4399;28/01/2019;PH
2449;3063;05/04/2020;MY
2103;3111;20/12/2018;MY
2020;1622;18/04/2021;ID
2783;1079;18/07/2021;ID
2678;1487;02/02/2018;ID
2624;3909;22/06/2019;MY
2292;2762;01/01/2019;SG
2908;3571;30/03/2020;MY
2827;1095;25/12/2018;ID
2611;3901;10/08/2018;MY
2210;4533;04/04/2021;SZ
2133;2815;06/02/2020;SG
2011;1878;23/06/2019;ID
2110;1358;13/02/2020;ID
2942;2286;14/04/2020;SG
2769;3391;20/08/2020;MY
2272;3460;15/05/2021;MY
2427;2067;27/10/2020;SG
2634;1660;31/12/2018;ID
2322;1945;03/11/2020;ID
2221;4631;21/09/2019;SZ
2392;3943;25/05/2019;MY
2113;4801;11/04/2019;SZ
2340;4581;25/02/2021;SZ
2634;3190;02/05/2021;MY
2260;1107;25/03/2021;ID
2112;3156;28/04/2018;MY
2767;1580;10/01/2018;ID
2880;2741;03/12/2018;SG
2493;4207;26/09/2020;PH
2779;4959;26/02/2021;SZ
2076;2396;29/05/2020;SG
2276;4089;04/01/2018;PH
2448;2444;21/12/2020;SG
2715;4724;27/02/2018;SZ
2572;3073;22/11/2020;MY
2863;3856;25/07/2018;MY
2007;4186;24/03/2020;PH
2144;2371;10/02/2018;SG
2300;1435;06/03/2018;ID
2871;4769;22/05/2021;SZ
2339;1233;12/02/2019;ID
2824;1394;07/02/2018;ID
2825;4939;19/10/2021;SZ
2572;2018;17/01/2021;SG
2121;1564;01/10/2019;ID
2524;2578;05/07/2021;SG
2758;1809;27/09/2021;ID
2844;1535;12/04/2021;ID
2381;3280;31/10/2018;MY
2575;1634;01/09/2018;ID
2675;1427;10/01/2019;ID
2364;1574;10/07/2021;ID
2483;3865;17/04/2021;MY
2445;1359;02/05/2020;ID
2802;3797;09/01/2018;MY
2192;1456;19/05/2021;ID
2518;2650;15/05/2019;SG
2135;3156;06/02/2021;MY
2383;1630;21/01/2020;ID
2406;1651;04/08/2021;ID
2879;2238;01/05/2020;SG
2128;3746;15/09/2021;MY
2697;1357;12/05/2018;ID
2187;2847;26/02/2020;SG
2622;2019;10/02/2021;SG
2682;4084;23/08/2019;PH
2453;3916;27/05/2021;MY
2137;4931;11/09/2019;SZ
2458;2357;02/12/2019;SG
2169;2165;04/12/2020;SG
2181;1307;07/10/2019;ID
2287;3652;09/02/2020;MY
2509;3261;30/10/2020;MY
2621;3380;19/05/2018;MY
2524;3377;03/01/2020;MY
2406;1586;17/06/2018;ID
2158;1924;27/06/2018;ID
2274;1270;25/11/2019;ID
2967;2770;27/05/2018;SG
2591;3983;04/04/2019;MY
2626;3515;06/05/2019;MY
2436;4646;11/06/2018;SZ
2827;1481;02/07/2020;ID
2663;4994;19/07/2021;SZ
2136;4521;27/02/2020;SZ
2493;3970;19/07/2018;MY
2616;4312;09/01/2020;PH
2217;4611;12/09/2020;SZ
2360;1198;21/04/2018;ID
2632;2921;28/08/2018;SG
2283;2258;16/06/2020;SG
2679;4751;29/10/2021;SZ
2277;2072;20/05/2019;SG
2852;4663;28/03/2020;SZ
2166;3835;10/04/2021;MY
2902;2800;22/02/2019;SG
2704;4984;29/03/2019;SZ
2880;3586;14/11/2018;MY
2535;1527;10/07/2018;ID
2462;2885;29/09/2019;SG
2409;1519;20/02/2018;ID
2597;4107;22/06/2018;PH
2494;1725;15/11/2018;ID
2839;3967;28/05/2021;MY
2150;1453;19/06/2018;ID
2677;3332;05/11/2021;MY
2299;2654;09/12/2019;SG
2091;2014;06/04/2020;SG
2316;1482;16/09/2019;ID
2007;3874;26/06/2019;MY
2857;1846;26/07/2020;ID
2844;3441;24/07/2020;MY
2473;4579;16/08/2020;SZ
2638;2425;23/11/2018;SG
2832;1986;27/10/2020;ID
2336;1864;09/01/2020;ID
2297;1412;07/10/2018;ID
2946;2868;07/07/2018;SG
2647;4126;09/09/2018;PH
2185;3560;10/09/2020;MY
2973;1227;14/12/2019;ID
2178;4639;15/03/2020;SZ
2377;2110;24/08/2018;SG
2789;2063;17/12/2018;SG
2528;3144;21/12/2019;MY
2078;4752;25/06/2018;SZ
2003;3172;31/07/2019;MY
2052;2246;10/05/2020;SG
2471;1069;14/11/2019;ID
2203;4757;17/08/2021;SZ
2542;3761;07/08/2020;MY
2227;4249;03/07/2018;PH
2121;3180;03/11/2020;MY
2942;2291;19/07/2019;SG
2302;4671;16/12/2019;SZ
2484;1777;17/05/2021;ID
2723;2256;29/12/2021;SG
2563;2274;13/10/2019;SG
2698;3461;27/12/2020;MY
2554;4397;19/02/2020;PH
2737;1385;24/08/2021;ID
2922;1974;08/09/2021;ID
2681;3438;10/03/2018;MY
2870;1177;31/08/2019;ID
2174;1965;19/08/2020;ID
2561;1844;14/03/2018;ID
2219;4729;06/09/2020;SZ
2320;3798;09/11/2019;MY
2746;2224;02/11/2020;SG
2041;1019;17/09/2020;ID
2446;1977;05/04/2021;ID
2340;2957;27/11/2018;SG
2968;1957;09/08/2021;ID
2424;1423;07/08/2021;ID
2710;1239;30/07/2018;ID
2187;3933;14/11/2019;MY
2403;1937;23/08/2020;ID
2956;3687;19/10/2019;MY
2876;1713;23/01/2018;ID
2484;4640;05/12/2019;SZ
2181;1608;19/08/2021;ID
2803;2079;09/09/2019;SG
2448;1751;18/11/2020;ID
2101;2932;30/07/2020;SG
2102;2342;30/04/2018;SG
2389;3909;25/09/2019;MY
2344;2566;26/06/2021;SG
2860;2017;15/06/2020;SG
2467;2097;31/03/2020;SG
2788;4174;26/05/2021;PH
2377;2164;13/12/2021;SG
2766;3063;22/11/2019;MY
2809;3900;12/05/2019;MY
2967;4044;24/01/2021;PH
2176;4990;30/05/2020;SZ
2845;2833;09/08/2020;SG
2332;2058;18/02/2019;SG
2384;2864;01/03/2020;SG
2230;2142;02/02/2019;SG
2132;4111;15/10/2019;PH
2596;4691;19/10/2020;SZ
2932;2280;22/06/2019;SG
2040;1634;16/11/2020;ID
2017;1618;27/09/2021;ID
2177;1454;18/06/2021;ID
2787;4094;24/01/2021;PH
2933;2324;07/09/2019;SG
2834;1529;08/08/2021;ID
2955;2302;23/10/2021;SG
2468;3781;11/06/2020;MY
2741;1866;11/01/2021;ID
2412;3307;09/07/2021;MY
2879;1494;20/06/2020;ID
2445;3474;12/07/2018;MY
2185;3839;23/11/2018;MY
2599;4328;04/07/2021;PH
2312;3952;07/07/2021;MY
2674;3651;14/02/2021;MY
2361;3529;04/03/2020;MY
2490;1436;10/05/2018;ID
2004;2435;05/11/2021;SG
2873;4431;25/08/2020;PH
2047;1657;23/04/2019;ID
2573;4319;06/01/2018;PH
2022;2850;20/11/2018;SG
2950;4752;13/09/2021;SZ
2035;3585;20/11/2020;MY
2183;2375;08/07/2019;SG
2736;3723;08/01/2018;MY
2489;2999;14/09/2020;SG
2699;3811;24/11/2018;MY
2668;4821;12/11/2021;SZ
2786;4201;08/05/2020;PH
2140;2333;04/08/2020;SG
2196;3311;02/12/2019;MY
2568;2777;26/03/2019;SG
2386;2228;18/11/2021;SG
2262;2034;30/06/2018;SG
2340;4220;13/08/2018;PH
2434;4836;08/09/2019;SZ
2845;1826;02/07/2020;ID
2390;4058;10/02/2019;PH
2172;3678;16/08/2021;MY
2984;3612;23/12/2021;MY
2114;4459;01/04/2020;PH
2380;4640;31/05/2018;SZ
2214;3004;16/08/2018;MY
2884;3978;09/09/2019;MY
2408;2609;17/11/2019;SG
2946;3805;13/12/2020;MY
2711;1415;10/05/2020;ID
2274;1808;13/02/2021;ID
2699;3707;04/01/2018;MY
2530;2374;29/07/2019;SG
2848;1370;13/08/2021;ID
2248;2697;07/01/2019;SG
2228;3902;06/04/2021;MY
2018;1402;14/11/2020;ID
2946;2673;10/02/2018;SG
2545;4832;27/09/2021;SZ
2329;2774;24/05/2020;SG
2737;2121;10/04/2018;SG
2350;3481;01/10/2021;MY
2059;4692;16/03/2020;SZ
2533;2103;27/08/2019;SG
2454;1827;03/04/2019;ID
2920;4981;02/09/2021;SZ
2159;3930;24/07/2021;MY
2210;2089;12/07/2020;SG
2073;1392;29/11/2019;ID
2559;1125;11/11/2021;ID
2280;2395;20/12/2018;SG
2889;2186;02/03/2021;SG
2825;4245;23/06/2020;PH
2430;4244;23/06/2021;PH
2240;1860;06/03/2019;ID
2583;2271;08/03/2019;SG
2762;1303;23/09/2021;ID
2762;4247;02/07/2020;PH
2489;1434;19/10/2021;ID
2545;3941;13/09/2018;MY
2338;1586;10/11/2018;ID
2787;2015;17/06/2020;SG
2517;2144;11/10/2020;SG
2065;2671;08/11/2019;SG
2757;1899;17/02/2021;ID
2136;4420;26/05/2021;PH
2866;4633;25/03/2021;SZ
2720;3748;17/06/2020;MY
2877;3036;25/10/2018;MY
2449;3990;02/09/2020;MY
2038;2715;13/04/2019;SG
2677;1028;19/03/2020;ID
2862;1727;29/10/2019;ID
2929;4007;29/01/2018;PH
2800;4811;06/09/2018;SZ
2799;3093;02/12/2021;MY
2559;4841;05/11/2019;SZ
2489;1819;05/10/2018;ID
2472;2760;01/01/2019;SG
2541;3786;05/04/2020;MY
2234;3012;19/03/2019;MY
2045;4515;03/12/2021;SZ
2570;2596;30/12/2021;SG
2359;1928;03/10/2021;ID
2660;4280;05/01/2021;PH
2713;3500;31/01/2018;MY
2233;2081;13/03/2019;SG
2376;1820;12/01/2018;ID
2687;2598;13/06/2021;SG
2943;1422;02/01/2020;ID
2528;3039;24/05/2019;MY
2088;1025;14/12/2018;ID
2257;2634;07/09/2021;SG
2168;1445;09/07/2020;ID
2094;4496;21/09/2020;PH
2490;4281;30/09/2019;PH
2727;2206;08/02/2018;SG
2398;2149;06/08/2019;SG
2380;3770;15/09/2021;MY
2046;4998;14/02/2021;SZ
2166;4846;06/06/2018;SZ
2605;2568;19/08/2018;SG
2078;1198;24/02/2019;ID
2185;4174;17/09/2019;PH
2726;4601;06/02/2018;SZ
2740;3859;26/07/2021;MY
2226;2606;26/07/2021;SG
2279;2762;12/07/2019;SG
2428;1344;08/10/2021;ID
2579;4429;10/07/2021;PH
2516;3163;12/07/2018;MY
2184;2393;23/06/2021;SG
2930;4915;22/01/2021;SZ
2042;2959;30/11/2020;SG
2890;3006;13/05/2019;MY
2586;3375;17/06/2021;MY
2978;4591;14/09/2021;SZ
2257;2159;10/10/2019;SG
2822;4736;19/08/2019;SZ
2300;1177;25/05/2021;ID
2942;3718;28/06/2019;MY
2345;4412;26/09/2018;PH
2988;3939;09/02/2020;MY
2949;1293;18/09/2018;ID
2012;2564;11/04/2020;SG
2680;3222;21/12/2018;MY
2559;3511;18/06/2021;MY
2408;1696;22/03/2019;ID
2971;2164;05/01/2021;SG
2862;1578;28/03/2019;ID
2297;1179;22/04/2018;ID
2733;2923;20/10/2020;SG
2086;4006;14/10/2019;PH
2276;3249;06/09/2021;MY
2679;2956;17/04/2021;SG
2971;1308;23/12/2020;ID
2069;3476;08/10/2021;MY
2793;4728;23/09/2019;SZ
2661;2359;15/09/2021;SG
2691;3083;09/10/2019;MY
2166;2666;22/07/2019;SG
2167;2553;09/07/2021;SG
2341;4775;21/05/2019;SZ
2648;1758;19/04/2019;ID
2718;1374;30/11/2019;ID
2224;1214;01/06/2020;ID
2551;3713;23/01/2021;MY
2647;2373;10/09/2021;SG
2471;1869;11/10/2018;ID
2635;3664;21/03/2019;MY
2501;2828;08/07/2020;SG
2657;3617;10/11/2018;MY
2052;4730;09/11/2019;SZ
2101;3883;11/07/2018;MY
2441;2624;09/03/2021;SG
2285;3068;22/03/2021;MY
2309;1762;01/03/2019;ID
2626;4146;30/03/2019;PH
2516;1256;07/02/2021;ID
2485;1919;04/08/2019;ID
2646;3703;28/02/2019;MY
2168;4042;11/11/2018;PH
2635;4545;21/04/2019;SZ
2627;1220;25/09/2018;ID
2447;2065;16/07/2021;SG
2597;3665;02/08/2019;MY
2055;3878;22/11/2021;MY
2016;2054;21/01/2021;SG
2268;4481;22/02/2021;PH
2686;1335;21/10/2021;ID
2035;1519;21/02/2018;ID
2673;4393;01/01/2021;PH
2981;1369;29/10/2020;ID
2863;4139;25/10/2021;PH
2245;1302;09/03/2019;ID
2088;1056;25/12/2020;ID
2246;1128;15/09/2018;ID
2634;1502;01/07/2021;ID
2062;3617;29/12/2020;MY
2923;2827;28/07/2020;SG
2582;3089;17/01/2021;MY
2047;1044;28/09/2018;ID
2523;3392;22/08/2019;MY
2862;4999;10/10/2018;SZ
2932;4581;29/05/2020;SZ
2959;2364;05/06/2020;SG
2180;2937;19/12/2018;SG
2017;2017;12/04/2019;SG
2392;4183;04/05/2021;PH
2715;1183;09/09/2018;ID
2840;4621;08/09/2020;SZ
2472;3248;27/08/2019;MY
2275;1982;16/08/2021;ID
2479;4348;07/08/2020;PH
2532;1109;20/12/2019;ID
2600;4236;02/12/2020;PH
2954;3445;09/06/2021;MY
2642;2903;24/09/2019;SG
2840;2541;19/04/2020;SG
2808;2265;26/02/2020;SG
2786;2854;10/10/2018;SG
2101;3699;24/11/2018;MY
2291;2674;14/10/2019;SG
2201;2838;25/08/2019;SG
2261;1417;30/09/2020;ID
2251;2575;30/10/2018;SG
2720;1280;28/07/2021;ID
2161;1147;08/11/2019;ID
2661;3660;15/11/2018;MY
2149;1094;16/09/2020;ID
2523;4960;01/12/2021;SZ
2307;1842;25/07/2018;ID
2084;1085;06/05/2018;ID
2506;3796;02/07/2019;MY
2313;1736;10/11/2020;ID
2203;4091;28/10/2021;PH
2284;2136;05/03/2018;SG
2092;4554;09/08/2019;SZ
2511;4242;09/05/2020;PH
2935;3900;14/04/2019;MY
2363;3192;14/08/2019;MY
2147;2562;01/05/2019;SG
2272;3361;08/09/2020;MY
2791;1885;05/09/2018;ID
2711;1100;19/12/2018;ID
2764;1709;04/01/2018;ID
2945;4406;13/09/2021;PH
2326;1879;08/12/2021;ID
2433;1709;19/05/2018;ID
2239;4840;02/03/2021;SZ
2857;1401;16/03/2019;ID
2844;3540;19/08/2020;MY
2747;3465;06/06/2020;MY
2464;1280;12/06/2021;ID
2091;1512;06/02/2021;ID
2607;2017;07/07/2020;SG
2042;2620;12/12/2020;SG
2996;4379;10/08/2020;PH
2200;4791;09/12/2019;SZ
2923;3601;02/05/2020;MY
2557;4945;06/04/2020;SZ
2784;4564;22/08/2018;SZ
2334;2423;16/05/2020;SG
2397;2271;03/09/2020;SG
2444;3464;28/02/2021;MY
2708;1503;01/03/2021;ID
2767;2098;03/10/2021;SG
2299;4763;30/11/2019;SZ
2968;3476;22/04/2018;MY
2932;3992;06/05/2019;MY
2431;2642;30/05/2019;SG
2924;4474;22/11/2019;PH
2404;3231;01/10/2018;MY
2467;1370;24/08/2019;ID
2037;1911;30/08/2019;ID
2495;3501;21/12/2021;MY
2803;3879;02/11/2021;MY
2785;2298;02/04/2021;SG
2450;4632;29/11/2019;SZ
2585;3705;16/09/2020;MY
2460;4471;07/09/2018;PH
2306;4298;13/03/2019;PH
2466;4271;30/12/2021;PH
2280;2295;04/01/2021;SG
2657;2154;16/02/2019;SG
2643;3660;07/08/2018;MY
2837;1028;28/02/2021;ID
2047;1175;01/12/2021;ID
2300;3415;05/12/2020;MY
2706;2228;06/09/2021;SG
2129;2222;01/02/2020;SG
2602;3201;24/09/2020;MY
2887;4717;18/07/2018;SZ
2145;3046;22/05/2020;MY
2817;1260;09/11/2018;ID
2080;2781;08/06/2020;SG
2298;1936;30/04/2021;ID
2809;4976;17/03/2021;SZ
2420;2830;25/03/2020;SG
2056;3473;26/09/2021;MY
2995;3160;10/03/2020;MY
2959;2957;03/02/2019;SG
2569;1071;28/07/2020;ID
2724;2490;20/11/2021;SG
2081;4092;25/07/2020;PH
2498;2910;17/09/2019;SG
2744;1059;15/03/2021;ID
2503;4799;10/05/2021;SZ
2718;3047;02/06/2018;MY
2186;1908;09/11/2018;ID
2228;4601;21/12/2019;SZ
2776;1774;09/04/2019;ID
2757;2060;24/10/2021;SG
2698;4080;22/07/2019;PH
2664;4613;24/06/2020;SZ
2360;2296;14/12/2019;SG
2407;3875;20/04/2021;MY
2960;4856;15/09/2018;SZ
2252;4503;08/06/2021;SZ
2998;2834;21/12/2020;SG
2606;1941;12/10/2019;ID
2240;3104;23/04/2018;MY
2720;2334;07/04/2019;SG
2077;1584;05/08/2018;ID
2312;2905;15/06/2021;SG
2101;4934;26/12/2019;SZ
2881;3726;26/04/2018;MY
2064;2961;09/04/2020;SG
2070;1479;20/01/2019;ID
2169;4508;27/10/2019;SZ
2958;3176;22/07/2021;MY
2782;2213;08/03/2020;SG
2838;3180;07/05/2019;MY
2065;1233;23/09/2021;ID
2006;4813;07/10/2018;SZ
2684;1655;09/01/2021;ID
2683;3713;20/01/2020;MY
2512;2121;30/12/2021;SG
2204;4315;25/05/2021;PH
2472;4388;04/07/2019;PH
2486;3649;27/04/2020;MY
2338;3620;22/09/2019;MY
2090;1850;02/03/2021;ID
2104;3039;02/03/2021;MY
2545;2482;02/11/2018;SG
2539;1397;01/01/2019;ID
2898;3999;10/11/2018;MY
2463;1981;06/04/2018;ID
2220;3737;05/05/2019;MY
2117;4266;14/04/2020;PH
2417;4444;18/08/2019;PH
2491;2691;07/05/2021;SG
2060;1875;23/06/2021;ID
2887;4327;30/12/2018;PH
2512;2477;26/10/2018;SG
2402;1457;24/02/2021;ID
2220;1196;28/01/2020;ID
2548;4944;14/03/2020;SZ
2037;4185;13/01/2018;PH
2486;1641;14/12/2018;ID
2517;1866;17/10/2019;ID
2595;1104;13/04/2018;ID
2279;1968;18/08/2020;ID
2211;4970;28/05/2019;SZ
2211;4309;28/12/2019;PH
2026;3978;24/04/2019;MY
2428;5000;29/11/2019;SZ
2760;1121;30/05/2020;ID
2009;4668;18/12/2019;SZ
2030;3907;10/08/2019;MY
2517;3159;15/08/2021;MY
2531;4045;18/02/2021;PH
2297;2465;18/12/2021;SG
2978;4978;24/09/2020;SZ
2492;4216;12/05/2019;PH
2729;1983;27/10/2018;ID
2808;4750;30/05/2021;SZ
2044;1133;01/09/2021;ID
2945;4148;22/01/2020;PH
2786;2904;25/09/2020;SG
2865;3379;19/08/2019;MY
2204;2341;28/05/2018;SG
2758;2377;10/04/2021;SG
2425;2862;08/11/2020;SG
2065;3272;06/11/2019;MY
2858;3954;01/01/2018;MY
2418;3656;18/01/2018;MY
2614;4600;31/03/2020;SZ
2951;1720;03/08/2021;ID
2915;1381;01/05/2018;ID
2650;2283;17/10/2021;SG
2476;1939;02/06/2018;ID
2100;3353;29/08/2021;MY
2255;3025;15/02/2018;MY
2548;3289;26/09/2018;MY
2367;1942;09/04/2019;ID
2179;4770;28/08/2019;SZ
2827;4430;06/12/2020;PH
2215;2625;11/01/2020;SG
2278;3113;04/08/2021;MY
2818;2252;14/01/2020;SG
2214;3269;25/03/2021;MY
2895;1243;18/04/2018;ID
2068;1221;07/09/2020;ID
2944;3899;04/02/2020;MY
2981;3194;16/03/2018;MY
2927;1313;04/06/2021;ID
2393;2218;28/09/2020;SG
2048;4113;28/05/2020;PH
2180;3589;13/02/2021;MY
2505;4595;14/05/2019;SZ
2250;3158;20/03/2018;MY
2213;2493;08/05/2020;SG
2600;3124;22/05/2019;MY
2484;3673;19/08/2020;MY
2023;2646;03/04/2019;SG
2730;3798;13/09/2019;MY
2660;4407;11/03/2018;PH
2136;3751;30/04/2020;MY
2207;1236;07/12/2020;ID
2704;2880;02/06/2019;SG
2160;2068;23/10/2019;SG
2500;2035;30/04/2021;SG
2548;3318;08/07/2021;MY
2795;4323;22/04/2019;PH
2743;1860;21/05/2019;ID
2791;3782;02/08/2018;MY
2593;4975;09/01/2020;SZ
2501;2500;12/12/2020;SG
2293;3626;15/10/2018;MY
2992;3552;05/12/2018;MY
2884;2249;20/04/2019;SG
2011;1930;01/05/2021;ID
2126;3514;24/10/2020;MY
2000;3256;26/11/2020;MY
2140;4350;12/03/2021;PH
2918;4558;18/07/2020;SZ
2619;3257;12/05/2021;MY
2209;2705;05/09/2018;SG
2957;1337;22/10/2021;ID
2298;3821;25/10/2018;MY
2754;2188;12/09/2021;SG
2681;4004;27/03/2018;PH
2789;1439;28/02/2018;ID
2882;3191;17/11/2021;MY
2831;4167;06/11/2019;PH
2489;4860;13/05/2019;SZ
2923;1501;21/10/2021;ID
2954;3921;29/07/2021;MY
2923;4841;28/08/2021;SZ
2062;2063;31/08/2018;SG
2139;4225;23/07/2020;PH
2604;2880;17/02/2020;SG
2473;2797;02/10/2021;SG
2170;2533;20/07/2021;SG
2579;2098;29/05/2019;SG
2394;1564;26/09/2019;ID
2066;4573;09/10/2018;SZ
2860;2462;02/07/2021;SG
2920;3224;20/12/2020;MY
2749;4146;06/12/2018;PH
2051;4062;18/05/2018;PH
2535;2598;16/07/2020;SG
2518;3754;16/02/2021;MY
2740;1370;04/11/2018;ID
2015;3691;24/10/2018;MY
2997;4678;18/02/2019;SZ
2360;4199;04/09/2019;PH
2730;4599;07/08/2021;SZ
2942;3224;17/03/2019;MY
2692;2988;20/09/2021;SG
2017;4043;11/02/2018;PH
2325;1509;10/05/2021;ID
2053;3348;20/11/2019;MY
2167;2057;06/03/2018;SG
2708;3965;18/10/2020;MY
2029;2627;12/07/2019;SG
2694;2795;27/01/2019;SG
2642;1267;07/04/2019;ID
2312;2594;09/05/2021;SG
2079;1989;07/02/2021;ID
2773;1808;16/11/2021;ID
2113;3398;23/01/2018;MY
2042;2736;26/06/2019;SG
2718;3789;17/08/2021;MY
2230;3057;10/05/2018;MY
2541;4632;19/02/2021;SZ
2340;3321;15/05/2019;MY
2726;1189;13/06/2019;ID
2772;3040;06/07/2021;MY
2833;3867;02/09/2020;MY
2425;4811;12/11/2021;SZ
2842;4637;15/04/2021;SZ
2281;2610;23/01/2020;SG
2715;4262;04/03/2019;PH
2953;2780;04/08/2021;SG
2217;2827;25/09/2020;SG
2776;3908;09/11/2020;MY
2644;2295;23/08/2020;SG
2824;3691;25/11/2019;MY
2314;1923;10/02/2018;ID
2095;4242;25/02/2020;PH
2083;4111;28/09/2021;PH
2264;1655;29/11/2021;ID
2489;1370;12/05/2020;ID
2162;3115;08/02/2018;MY
2533;3126;20/12/2019;MY
2000;1391;10/03/2019;ID
2665;1256;30/04/2020;ID
2995;4846;31/12/2018;SZ
2127;1591;04/06/2020;ID
2024;3018;24/03/2018;MY
2444;3627;06/01/2018;MY
2718;2796;03/01/2020;SG
2081;1323;29/10/2021;ID
2056;3712;15/02/2018;MY
2091;2255;18/07/2020;SG
2990;1869;14/01/2019;ID
2146;4129;02/04/2019;PH
2146;1464;15/03/2020;ID
2989;2752;31/03/2018;SG
2315;1193;19/06/2018;ID
2639;1641;18/04/2018;ID
2859;2133;07/07/2021;SG
2239;3819;08/09/2020;MY
2796;3110;03/01/2020;MY
2459;1117;18/09/2018;ID
2904;1913;19/11/2019;ID
2371;3942;30/12/2018;MY
2672;1476;06/10/2019;ID
2185;3664;28/07/2020;MY
2477;1061;12/02/2021;ID
2274;2352;08/08/2020;SG
2777;1254;15/01/2021;ID
2214;3694;27/10/2020;MY
2866;4417;06/06/2020;PH
2338;4913;05/07/2020;SZ
2347;4903;20/05/2020;SZ
2906;4736;23/11/2018;SZ
2993;3127;01/08/2020;MY
2548;4433;08/12/2019;PH
2455;4185;24/05/2019;PH
2654;4640;19/01/2018;SZ
2369;2151;08/08/2021;SG
2541;1720;27/07/2018;ID
2896;2884;13/06/2021;SG
2153;1190;15/06/2018;ID
2148;2687;11/08/2020;SG
2327;1462;16/09/2020;ID
2844;3676;28/12/2019;MY
2266;3957;23/01/2019;MY
2276;4748;06/11/2021;SZ
2992;4299;23/05/2019;PH
2502;4736;06/12/2020;SZ
2426;3409;25/08/2018;MY
2607;1004;08/08/2018;ID
2643;1386;03/10/2021;ID
2760;1572;06/06/2020;ID
2352;4394;06/12/2021;PH
2159;3763;24/08/2018;MY
2603;1677;23/08/2018;ID
2868;2393;02/07/2019;SG
2989;4075;21/05/2018;PH
2714;4796;23/10/2020;SZ
3000;4756;14/01/2019;SZ
2194;4710;21/09/2018;SZ
2485;1490;11/01/2020;ID
2641;4620;09/03/2020;SZ
2788;2207;23/01/2020;SG
2609;1690;01/11/2019;ID
2130;1686;08/06/2021;ID
2276;4582;31/03/2019;SZ
2247;3763;13/09/2018;MY
2223;4234;21/12/2018;PH
2958;4681;25/11/2018;SZ
2434;3395;05/05/2021;MY
2639;2445;17/08/2021;SG
2869;1011;06/11/2020;ID
2904;4313;18/06/2020;PH
2568;2136;14/09/2019;SG
2516;3654;14/01/2018;MY
2291;4636;12/06/2020;SZ
2138;2902;05/03/2021;SG
2493;4765;27/06/2019;SZ
2592;4934;30/06/2018;SZ
2171;3869;08/07/2021;MY
2660;1423;01/07/2021;ID
2216;1500;26/03/2020;ID
2273;4949;24/03/2020;SZ
2882;4784;19/06/2021;SZ
2927;2029;19/11/2019;SG
2623;4721;25/04/2018;SZ
2928;4040;14/09/2019;PH
2152;4620;13/02/2020;SZ
2129;1298;27/04/2021;ID
2688;4350;24/05/2019;PH
2340;1428;05/08/2018;ID
2651;1237;09/09/2021;ID
2622;2727;13/08/2021;SG
2920;3512;08/04/2018;MY
2452;1890;08/02/2018;ID
2400;1307;24/03/2021;ID
2209;2351;26/08/2020;SG
2571;2546;08/02/2020;SG
2208;3085;21/10/2020;MY
2693;4860;14/09/2021;SZ
2317;2184;27/01/2020;SG
2812;2367;26/05/2018;SG
2493;1070;06/03/2021;ID
2915;4262;18/04/2021;PH
2872;4563;04/04/2018;SZ
2235;3982;28/05/2018;MY
2571;3564;26/09/2020;MY
2092;3053;11/04/2021;MY
2300;2778;28/06/2019;SG
2302;1753;01/08/2020;ID
2083;2807;22/12/2021;SG
2642;4249;15/09/2021;PH
2028;2759;24/01/2019;SG
2902;1707;12/09/2021;ID
2114;1926;20/07/2021;ID
2867;3109;30/06/2018;MY
2581;4161;31/01/2019;PH
2194;2624;21/02/2018;SG
2822;3705;28/05/2019;MY
2425;4407;07/12/2018;PH
2804;4939;21/11/2019;SZ
2803;1826;23/03/2021;ID
2495;2875;20/05/2020;SG
2606;3186;20/07/2019;MY
2022;2548;17/11/2021;SG
2240;4318;02/02/2019;PH
2209;2326;25/02/2018;SG
2958;1035;06/08/2019;ID
2381;4266;25/02/2019;PH
2173;4075;24/06/2021;PH
2882;2631;10/09/2018;SG
2442;3650;17/09/2019;MY
2839;1782;29/07/2018;ID
2493;4405;28/11/2021;PH
2366;3409;16/01/2021;MY
2896;3439;05/03/2018;MY
2064;1212;18/09/2018;ID
2296;1461;27/10/2021;ID
2357;2672;26/07/2021;SG
2170;3534;19/09/2019;MY
2464;3804;30/12/2019;MY
2178;3013;15/11/2020;MY
2287;3270;10/04/2018;MY
2273;3794;20/11/2018;MY
2842;4156;17/01/2021;PH
2557;2471;01/10/2019;SG
2125;1983;22/11/2020;ID
2936;1276;28/04/2020;ID
2484;1306;24/11/2018;ID
2545;4443;02/02/2021;PH
2968;3263;19/10/2018;MY
