shopid;total_clicks;impressions;Item_views
2651;12;194;152
2073;20;192;132
2164;31;259;102
2157;36;279;176
2938;77;150;163
2160;22;152;179
2366;66;161;128
2803;98;261;103
2951;47;261;135
2523;43;259;166
2978;86;263;123
2356;73;214;119
2709;18;240;159
2366;69;217;176
2279;57;204;102
2197;41;167;126
2289;41;250;107
2117;65;242;195
2458;54;253;135
2493;88;192;144
2676;96;177;154
2058;70;173;136
2789;24;224;185
2467;82;159;153
2113;63;204;152
2857;66;235;113
2015;45;207;175
2350;72;279;119
2311;45;249;176
2077;60;294;189
2318;24;220;109
2385;71;183;133
2135;80;272;163
2033;27;298;180
2210;88;240;170
2196;38;255;131
2777;50;249;194
2316;45;281;169
2888;96;248;144
2638;75;277;159
2231;12;178;182
2529;49;262;100
2600;48;226;148
2523;25;264;119
2747;87;269;123
2046;64;199;184
2094;72;186;107
2641;52;189;174
2906;86;246;199
2235;76;300;152
2749;56;269;116
2259;14;250;184
2458;76;192;103
2016;26;225;123
2057;46;286;152
2448;29;172;185
2365;25;174;145
2655;89;151;138
2099;44;253;190
2963;96;202;179
2688;3;231;112
2779;13;260;145
2194;67;187;188
2151;97;163;169
2206;98;208;173
2461;96;229;115
2329;63;276;134
2261;39;214;128
2365;62;177;178
2806;94;245;100
2076;18;264;193
2492;35;229;191
2346;100;183;157
2118;86;203;114
2207;36;288;143
2493;91;253;116
2818;14;192;144
2536;48;234;109
2542;85;187;178
2694;15;209;174
2478;34;189;179
2750;77;155;159
2264;64;162;123
2328;82;193;162
2043;43;197;177
2414;36;159;131
2826;73;209;134
2370;48;262;188
2181;80;294;162
2967;34;152;175
2835;65;171;192
2513;68;277;110
2439;73;297;173
2104;69;223;156
2365;85;256;161
2686;13;168;147
2772;35;175;187
2487;67;171;111
2035;19;183;155
2985;95;261;180
2203;69;182;177
2077;12;190;118
2529;55;234;178
2369;84;210;171
2818;76;209;138
2890;25;188;157
2504;59;178;106
2498;85;242;144
2250;67;268;166
2836;42;195;196
2324;59;252;188
2081;78;278;164
2460;85;242;138
2963;58;269;173
2103;90;203;189
2290;4;247;135
2182;63;202;107
2674;47;196;172
2823;92;278;169
2592;74;189;189
2752;85;262;137
2981;80;164;121
2638;97;237;177
2070;73;209;112
2340;46;163;126
2117;71;230;187
2110;36;233;165
2261;69;297;143
2641;82;287;142
2584;84;267;194
2565;26;155;165
2518;82;184;127
2031;58;250;149
2344;64;185;160
2515;32;276;165
2226;2;274;187
2649;40;257;186
2203;54;254;171
2372;56;196;194
2177;31;241;164
2916;96;215;134
2477;15;163;158
2511;38;236;126
2369;92;171;195
2179;97;259;119
2980;52;280;121
2838;96;255;178
2681;73;236;200
2669;99;228;178
2015;14;247;154
2728;73;217;178
2595;75;220;149
2133;13;227;119
2035;36;194;193
2811;40;261;185
2283;35;275;123
2375;62;223;151
2981;76;159;167
2310;53;292;126
2609;17;280;109
2370;68;216;179
2037;78;169;169
2761;22;300;108
2542;37;283;183
2188;5;179;155
2515;36;275;118
2156;8;186;101
2399;24;238;196
2686;32;219;165
2208;64;178;110
2431;97;155;131
2404;8;254;113
2946;15;209;104
2471;44;164;164
2589;46;190;196
2300;89;233;172
2313;80;191;164
2229;52;289;172
2022;82;223;117
2422;69;162;111
2753;26;239;185
2667;11;256;162
2985;38;217;108
2926;33;190;112
2296;95;266;197
2693;34;296;136
2036;4;277;118
2739;20;182;154
2494;60;181;155
2052;18;252;192
2964;77;160;128
2042;74;179;136
2911;39;281;122
2170;9;222;187
2305;31;197;100
2055;41;199;192
2355;16;272;137
2041;22;235;159
2914;90;268;187
2966;73;270;135
2655;78;160;126
2429;25;291;195
2359;41;218;172
2449;82;270;147
2185;53;217;123
2332;24;154;152
2481;59;252;116
2936;17;188;162
2724;13;223;197
2942;91;265;195
2444;26;159;111
2812;44;296;106
2114;63;211;156
2321;29;285;192
2765;67;197;195
2722;58;156;158
2049;62;206;156
2310;79;224;166
2237;74;200;129
2090;33;224;102
2752;19;279;163
2137;69;286;107
2639;59;190;103
2515;69;221;132
2642;18;249;126
2836;55;166;180
2199;66;222;192
3000;70;297;136
2337;14;220;197
2050;61;191;191
2778;62;157;127
2040;18;162;127
2694;55;186;129
2695;95;263;166
2275;96;230;101
2150;53;156;137
2852;34;175;107
2669;14;205;181
2460;92;297;177
2179;4;237;196
2839;9;269;194
2667;13;223;113
2325;91;248;150
2248;29;164;192
2784;26;222;144
2688;77;164;145
2341;87;219;132
2972;29;244;132
2372;32;254;109
2216;35;291;121
2330;56;257;112
2099;11;263;144
2890;82;267;164
2563;63;291;163
2819;11;218;152
2224;80;227;135
2989;78;279;200
2704;98;185;178
2339;15;174;100
2417;91;161;100
2252;82;190;149
2747;36;161;186
2076;32;203;128
2940;74;253;152
2297;54;289;162
2234;63;194;149
2517;76;190;127
2173;46;161;160
2633;18;255;185
2033;96;227;184
2302;34;245;126
2553;57;193;153
2899;26;242;153
2597;33;205;123
2035;29;157;113
2679;13;272;142
2904;53;243;179
2630;60;278;193
2190;33;233;129
2714;2;190;106
2891;38;243;189
2991;53;209;168
2117;65;218;125
2747;15;236;123
2006;1;245;150
2907;67;295;137
2540;98;271;114
2472;44;270;102
2417;64;152;149
2456;12;186;171
2842;74;202;195
2165;32;284;116
2264;85;166;153
2523;1;209;191
2817;54;246;172
2322;8;277;102
2753;3;254;126
2003;6;171;152
2121;97;292;117
2714;33;262;157
2549;86;261;124
2290;42;274;121
2416;26;294;143
2174;13;215;137
2639;96;255;168
2379;87;212;102
2874;6;269;152
2765;18;289;119
2114;6;220;136
2913;82;274;120
2698;99;234;172
2685;85;276;170
2829;25;210;158
2562;69;247;173
2686;95;151;128
2615;17;297;136
2979;98;197;186
2563;35;280;177
2689;2;270;158
2028;25;265;126
2482;52;284;132
2232;30;164;186
2730;9;208;173
2010;97;169;112
2385;5;288;187
2580;82;221;165
2022;49;217;184
2300;90;225;111
2253;7;154;185
2175;44;208;136
2286;46;258;135
2141;47;158;163
2624;22;227;110
2360;10;292;160
2932;72;259;112
2017;18;202;150
2176;75;182;160
2368;87;173;158
2959;54;204;151
2741;36;176;158
2403;51;292;118
2695;71;251;188
2678;18;157;165
2880;18;192;174
2124;8;189;169
2668;97;266;105
2077;13;198;146
2441;84;158;120
2949;24;166;143
2934;29;211;149
2335;34;204;189
2375;25;293;187
2336;76;188;116
2008;88;207;109
2229;98;222;100
2087;19;218;106
2633;14;199;149
2489;4;189;160
2089;61;185;188
2304;40;279;134
2813;21;166;111
2625;38;260;158
2386;27;247;193
2295;37;171;174
2523;91;225;115
2151;18;194;121
2235;89;192;161
2409;16;203;119
2143;33;297;198
2555;82;278;200
2470;2;240;109
2945;84;196;198
2662;20;224;155
2020;30;236;127
2450;96;195;160
2075;83;263;164
2035;19;265;200
2987;37;261;194
2576;59;269;142
2875;86;241;199
2032;50;183;160
2530;33;227;162
2353;72;278;169
2979;28;274;155
2913;73;177;116
2654;22;256;175
2133;32;247;188
2047;86;160;162
2774;80;153;176
2007;90;227;177
2209;5;158;137
2243;86;230;157
2160;96;153;139
2015;43;258;104
2720;52;204;198
2765;64;178;148
2735;69;171;124
2930;27;290;167
2980;21;230;130
2523;78;255;162
2294;80;202;164
2667;96;190;177
2055;68;272;141
2333;16;268;148
2822;31;227;161
2406;68;278;140
2492;48;266;192
2967;88;229;100
2996;4;247;173
2095;30;230;142
2083;87;192;114
2284;5;214;133
2664;5;164;192
2434;93;243;198
2231;59;152;172
2777;27;258;178
2130;74;186;137
2571;21;156;148
2923;86;290;121
2769;43;275;180
2911;17;212;111
2499;1;156;162
2241;9;230;177
2456;59;296;188
2771;28;275;114
2433;51;261;156
2263;2;257;138
2299;96;273;185
2251;65;220;149
2935;60;265;191
2362;2;182;110
2990;73;176;110
2070;87;243;134
2611;59;246;164
2701;42;243;183
2436;83;220;181
2374;43;251;137
2567;14;207;117
2404;87;197;143
2524;25;248;141
2433;32;237;141
2864;22;286;194
2880;28;280;188
2214;45;180;185
2462;7;296;196
2129;10;184;175
2267;44;270;108
2603;58;249;190
2309;71;208;107
2524;62;180;112
2198;25;179;182
2935;24;222;126
2838;52;242;124
2012;12;246;125
2219;80;225;196
2804;87;161;157
2141;80;215;168
2099;12;152;128
2502;88;205;113
2599;39;295;136
2632;68;270;111
2409;62;273;113
2814;35;162;200
2489;66;208;150
2722;31;271;182
2036;26;221;127
2934;13;238;166
2022;35;196;123
2556;66;225;124
2549;92;262;107
2185;75;263;124
2097;16;168;149
2293;92;274;176
2739;11;220;107
2962;14;229;134
2526;98;264;165
2682;36;229;134
2086;13;261;115
2764;97;247;124
2635;96;209;121
2535;58;297;122
2113;42;227;110
2712;21;248;194
2308;9;202;148
2585;28;239;161
2120;40;221;169
2484;74;225;180
2870;37;244;126
2874;61;291;179
2763;9;194;195
2445;11;284;167
2846;35;294;107
2662;63;164;157
2014;52;168;196
2815;91;197;199
2278;76;280;146
2850;33;270;170
2139;50;218;198
2147;19;262;180
2418;8;228;156
2629;59;271;193
2318;29;300;104
2288;46;184;146
2186;58;222;111
2012;12;191;123
2084;88;234;174
2116;55;289;165
2448;81;246;104
2122;39;234;175
2494;51;184;164
2688;63;185;108
2937;96;161;158
2755;76;181;100
2196;29;194;184
2842;89;189;124
2197;8;249;107
2649;47;240;173
2585;29;234;151
2152;71;229;179
2426;30;217;160
2097;13;247;123
2431;66;298;199
2279;77;234;133
2245;88;181;191
2936;54;261;128
2606;37;273;139
2702;73;213;149
2789;99;263;103
2309;40;265;102
2273;70;282;193
2575;18;175;167
2016;8;219;196
2266;17;268;115
2974;71;201;100
2023;13;181;168
2458;74;290;185
2077;91;168;110
2725;86;214;102
2059;90;269;118
2153;41;179;197
2720;8;233;122
2861;1;269;120
2461;89;166;152
2282;47;212;135
2128;85;167;157
2283;3;151;151
2806;2;237;106
2010;10;231;141
2775;21;228;199
2419;5;170;154
2746;63;182;153
2315;48;174;141
2683;84;163;144
2186;46;192;163
2488;17;236;126
2223;93;209;180
2705;6;174;180
2718;67;270;124
2808;78;172;108
2301;27;152;162
2908;34;224;153
2718;86;181;136
2816;99;184;118
2407;45;220;197
2530;54;284;163
2455;92;236;168
2688;30;238;195
2316;98;245;123
2279;99;237;185
2960;10;298;137
2508;2;174;146
2698;7;300;126
2946;21;236;104
2047;12;207;104
2695;7;154;106
2985;48;191;109
2955;76;239;113
2795;96;177;157
2485;87;195;124
2499;30;179;186
2504;69;183;124
2884;47;202;109
2783;57;164;114
2251;9;225;133
2069;35;210;139
2447;27;238;149
2914;35;225;127
2266;41;232;173
2821;59;218;158
2208;30;159;131
2027;39;220;117
2212;7;262;157
2509;24;185;105
2119;87;273;152
2941;82;232;107
2664;85;150;118
2142;3;253;149
2498;58;175;193
2888;33;256;144
2496;38;164;199
2321;50;286;168
2360;49;187;180
2029;78;158;170
2245;29;185;141
2789;46;179;111
2223;55;272;119
2318;16;215;100
2053;97;230;120
2512;65;237;126
2043;88;179;112
2230;55;180;119
2220;38;235;137
2145;43;249;176
2519;38;280;147
2463;39;196;174
2968;73;266;175
2408;47;240;135
2304;40;189;197
2723;48;172;197
2178;83;157;117
2795;75;172;118
2852;80;258;115
2034;76;177;200
2488;64;162;100
2333;15;181;192
2405;16;299;162
2515;68;282;197
2889;59;266;171
2603;5;200;112
2237;52;161;135
2283;63;270;148
2263;41;259;149
2875;42;247;144
2629;89;298;155
2314;97;172;164
2491;73;164;161
2259;19;226;139
2598;56;213;153
2014;69;243;161
2500;3;258;160
2723;39;299;164
2276;59;289;174
2941;62;255;195
2027;75;195;171
2593;58;267;190
2936;12;260;105
2490;23;220;130
2197;66;265;104
2497;52;216;190
2009;34;193;118
2186;14;201;100
2546;26;272;134
2444;93;224;112
2951;99;249;105
2597;56;214;108
2379;87;160;191
2625;2;195;167
2834;7;268;173
2549;92;213;110
2932;4;236;172
2358;31;294;184
2225;31;188;177
2950;29;203;147
2647;62;236;157
2079;3;181;103
2981;21;289;155
2987;40;206;115
2390;20;292;162
2995;82;213;198
2668;69;248;122
2228;64;220;154
2012;14;263;125
2315;51;213;131
2159;43;199;134
2223;88;258;145
2799;58;232;181
2870;35;188;105
2255;43;241;190
2843;31;225;110
2338;80;256;127
2083;86;157;140
2585;62;159;146
2821;25;163;189
2145;7;172;124
2000;49;192;157
2148;92;214;158
2078;69;268;122
2607;31;232;200
2099;51;227;167
2003;56;223;179
2249;69;241;166
2470;27;207;111
2213;71;254;137
2648;39;298;150
2939;4;299;128
2737;72;172;181
2577;28;262;199
2984;21;172;147
2978;57;256;163
2853;86;225;176
2814;16;268;183
2846;74;175;183
2802;39;256;111
2728;65;284;171
2057;64;187;115
2811;81;203;131
2114;83;150;184
2381;41;221;141
2986;14;230;171
2848;84;214;130
2902;93;182;138
2381;98;151;110
2689;18;154;170
2426;8;182;108
2999;37;242;102
2987;38;242;186
2113;23;244;143
2759;39;222;112
2196;72;172;175
2488;17;154;149
2077;29;151;125
2759;79;181;108
2279;12;176;174
2353;67;295;116
2296;89;228;168
2016;78;236;126
2122;35;268;118
2647;15;198;199
2594;52;239;168
2780;98;248;127
2098;6;208;154
2110;77;188;166
2410;18;171;123
2619;69;228;107
2720;11;273;116
2806;99;236;176
2238;26;210;126
2348;72;189;161
2087;78;203;147
2518;81;286;191
2862;30;213;173
2296;65;239;168
2164;41;160;114
2140;18;294;146
2348;7;258;186
2001;38;152;123
2039;55;222;125
2029;63;276;127
2553;15;199;123
2292;65;238;198
2243;80;215;103
2946;6;166;124
2507;40;166;162
2801;98;158;186
2533;27;189;141
2616;14;249;106
2492;74;297;119
2392;88;209;183
2032;25;195;133
2317;39;204;100
2985;75;275;133
2905;47;268;161
2065;67;273;188
2866;61;222;114
2675;38;248;106
2005;93;156;164
2532;39;245;142
2159;85;175;117
2534;55;203;160
2839;19;271;173
2064;95;220;110
2406;58;278;121
2262;4;184;133
2819;67;273;178
2173;24;160;187
2289;63;185;141
2595;78;229;180
2700;28;216;111
2043;45;222;136
2218;40;179;198
2517;51;203;111
2037;23;277;105
2015;20;296;179
2497;37;251;146
2587;69;187;137
2765;6;288;171
2934;18;264;105
2473;11;236;196
2473;22;192;102
2656;34;220;157
2557;46;177;190
2290;96;244;129
2898;84;204;198
2642;75;206;115
2079;70;228;167
2990;13;165;108
2037;7;239;145
2930;25;158;157
2716;73;268;172
2211;72;185;130
2026;100;280;168
2820;35;281;184
2442;29;202;104
2594;11;288;147
2505;14;210;144
2199;26;299;117
2834;42;265;103
2433;66;160;135
2573;39;197;170
2249;80;164;147
2496;35;257;184
2953;28;256;172
2491;47;288;167
2891;100;241;197
2525;3;169;123
2939;25;153;193
2054;30;274;164
2231;47;265;171
2340;49;168;160
2305;13;239;177
2204;41;257;139
2460;54;189;175
2192;74;282;148
2846;39;258;167
2219;15;192;144
2130;30;218;137
2559;4;258;155
2510;35;229;161
2527;82;226;128
2545;32;201;151
2729;98;217;106
2089;28;156;111
2320;88;180;191
2614;70;256;165
2515;13;245;170
2293;36;233;123
2775;68;188;104
2181;2;153;124
2802;98;280;163
2769;16;202;154
2427;3;288;115
2513;78;166;136
2736;60;176;193
2418;98;182;128
2853;66;234;144
2896;86;253;194
2553;10;193;129
2024;65;211;128
2231;54;212;139
2649;59;247;118
2690;84;279;185
2471;1;292;100
2480;40;213;156
2252;33;237;190
2492;96;191;174
2879;79;169;146
2116;23;232;192
2630;19;244;143
2680;3;298;188
2245;15;236;123
2224;70;181;200
2891;15;178;189
2075;99;249;192
2298;66;154;117
2927;75;226;180
2875;72;220;175
2666;14;251;190
2746;15;239;170
2250;61;216;145
2415;37;196;161
2479;27;256;165
2315;84;220;102
2118;96;294;153
2417;42;283;180
2224;15;177;142
2010;53;159;110
2673;91;297;196
2831;29;285;156
2376;24;184;120
2974;8;182;109
2659;84;255;180
2498;38;241;102
2453;76;185;158
2011;56;239;127
2265;2;246;118
2694;87;168;154
2767;34;258;105
2199;22;187;164
2610;28;278;152
2764;96;161;173
2088;51;157;172
2039;72;244;151
2398;77;223;196
2167;75;188;160
2291;93;219;135
2118;18;208;106
2676;12;292;123
2643;45;196;173
2207;15;259;117
2082;4;207;193
2057;9;268;144
2800;1;266;195
2243;80;236;170
2495;100;178;155
2135;61;171;103
2415;45;210;181
2146;12;192;102
2360;88;222;182
2308;33;226;136
2598;32;213;147
2130;96;280;114
2922;62;298;150
2433;30;174;191
2579;87;262;180
2794;20;242;156
2765;28;191;122
2798;10;300;106
2565;10;254;191
2532;67;183;152
2996;18;174;135
2651;88;289;112
2802;89;234;177
2616;24;290;134
2523;100;256;153
2215;39;282;123
2537;44;268;193
2329;50;280;130
2318;90;230;142
2600;88;279;107
2825;77;235;199
2749;80;274;183
2933;97;212;171
2540;49;200;130
2408;88;158;161
2760;6;248;147
2586;56;201;137
2449;93;192;182
2208;100;221;103
2746;72;234;106
2662;95;255;158
2227;66;203;131
2776;37;263;199
2206;57;289;148
2291;41;173;129
2362;53;287;139
2660;9;168;152
2517;26;263;126
2553;9;160;172
2827;64;256;186
2794;87;270;132
2130;15;242;166
2960;82;243;193
2870;24;198;103
2741;40;257;158
2119;19;236;100
2756;56;283;127
2620;47;173;176
2596;82;248;195
2820;38;235;167
2980;66;246;170
2772;60;203;175
2547;76;210;113
2771;7;188;177
2922;83;210;173
2539;28;212;117
2799;74;270;182
2248;61;208;147
2816;33;239;124
2397;94;235;175
2792;67;165;112
2450;9;290;193
2343;37;290;151
2963;3;229;138
2903;76;295;121
2952;9;163;181
2357;84;199;156
2685;10;244;105
2201;7;167;164
2181;15;157;191
2087;78;208;165
2728;32;276;182
2193;10;211;183
2965;71;240;108
2178;85;152;189
2544;9;212;177
2566;73;173;184
2889;66;221;133
2584;41;241;126
2664;82;203;153
2070;37;190;101
2459;97;186;184
2887;63;266;119
2714;96;153;111
2103;48;293;143
2431;8;151;127
2732;24;194;179
2401;58;167;124
2158;21;238;101
2845;79;187;142
2978;61;165;126
2449;22;152;153
2908;76;251;159
2209;66;198;138
2099;33;186;124
2060;47;248;111
2875;13;227;158
2150;94;248;106
2295;20;275;146
2402;75;278;125
2568;64;220;133
2812;45;192;160
2002;45;186;162
2746;34;255;158
2899;6;262;108
2606;77;182;121
2029;81;223;138
2466;78;218;154
2142;90;167;115
2571;38;244;142
2564;91;259;142
2272;49;282;190
2847;41;162;166
2200;64;271;172
2720;42;297;137
2057;86;163;193
2311;37;207;132
2584;28;219;104
2018;35;214;120
2730;3;288;187
2730;28;238;151
2307;76;187;200
2724;57;242;148
2980;45;263;169
2130;17;242;121
2677;57;281;140
2550;51;173;106
2546;79;225;159
2086;19;279;108
2113;35;286;167
2561;33;257;122
2684;71;200;128
2849;70;188;159
2010;24;216;104
2363;27;197;172
2881;11;214;147
2025;41;261;157
2005;4;252;145
2465;95;201;154
2753;84;230;101
2291;39;260;109
2246;4;174;152
2161;52;161;198
2072;64;178;154
2028;45;153;106
2683;35;245;141
2295;54;249;108
2803;19;156;190
2314;42;259;175
2968;37;233;182
2468;54;151;110
2626;91;176;138
2146;6;188;161
2313;6;276;181
2312;77;299;188
2550;35;256;102
2329;53;195;172
2812;77;176;130
2858;89;156;132
2436;61;177;176
2783;60;174;125
2936;56;258;174
2383;27;291;179
2920;75;221;107
2938;39;248;132
2332;82;298;108
2452;72;222;124
2937;6;184;147
2701;65;261;103
2477;89;256;153
2624;43;197;141
2281;8;221;126
2759;69;256;144
2068;41;284;137
2038;84;159;125
2972;54;228;103
2881;71;273;163
2147;87;274;156
2931;85;243;112
2418;22;180;139
2582;46;166;123
2373;96;212;178
2422;37;252;129
2474;65;277;102
2271;81;252;191
2962;13;150;138
2386;88;270;110
2197;3;154;115
2715;64;288;175
2613;36;177;132
2010;42;268;161
2884;59;293;154
2551;88;295;197
2610;78;232;143
2643;91;176;120
2584;48;152;124
2771;35;284;135
2877;34;192;178
2869;77;261;137
2786;50;291;172
2547;9;152;199
2829;72;253;194
2894;66;243;171
2038;51;217;119
2659;56;283;188
2494;14;267;149
2078;37;258;106
2324;40;224;175
2529;87;257;180
2114;35;224;180
2109;85;238;168
2437;73;203;135
2484;35;160;159
2577;30;213;137
2811;23;157;131
2683;92;243;195
2058;71;161;132
2877;24;289;162
2496;50;291;195
2285;52;279;126
2721;60;155;157
2953;40;269;104
2010;24;166;149
2297;7;195;107
2170;14;257;167
2371;85;185;123
2965;13;150;122
2856;51;187;161
2069;48;159;158
2891;70;171;183
2898;54;181;117
2998;99;226;182
2700;11;234;138
2008;91;249;154
2328;33;268;119
2548;73;196;165
2337;35;246;199
2343;74;183;156
2809;81;199;165
2935;29;263;168
2613;90;246;189
2429;32;203;188
2316;59;273;134
2918;92;203;125
2749;29;244;199
2453;50;154;134
2801;40;178;120
2389;58;174;167
2327;41;162;140
2523;71;204;173
2514;17;251;190
2217;69;212;171
2282;25;163;174
2957;74;274;147
2327;73;214;114
2248;90;170;162
2153;50;233;121
2962;34;171;192
2748;75;166;188
2384;77;216;191
2931;25;249;178
2219;1;154;195
2113;49;240;107
2621;15;240;104
2291;33;173;172
2932;31;168;155
2736;95;157;189
2115;38;232;187
2997;25;293;132
2504;56;280;200
2979;61;199;182
2791;38;203;172
2808;18;232;161
2517;26;268;158
2309;9;230;195
2255;75;244;186
2104;50;194;178
2750;13;150;175
2720;36;240;155
2956;9;202;112
2683;28;296;155
2040;22;289;183
2364;34;222;112
2329;65;219;165
2727;63;273;159
2904;63;189;183
2401;10;199;196
2301;88;232;103
2430;29;166;151
2368;65;162;156
2027;34;191;149
2701;45;244;199
2057;69;244;190
2332;61;255;129
2659;11;238;149
2671;5;168;115
2449;83;268;147
2542;53;282;166
2081;91;212;152
2597;81;189;155
2057;42;250;139
2033;55;201;182
2087;10;157;168
2830;63;237;164
2373;58;186;166
2524;77;184;109
2681;85;159;170
2914;56;201;190
2402;49;198;140
2231;6;157;146
2675;51;151;129
2763;57;239;125
2702;1;238;114
2112;75;202;174
2802;79;234;120
2708;5;165;120
2489;19;261;168
2169;43;213;145
2545;95;175;147
2465;32;245;188
2065;59;192;192
2993;25;176;194
2542;62;274;115
2580;72;272;173
2529;43;256;152
2227;30;164;195
2112;94;224;166
2526;26;220;144
2013;53;231;177
2932;10;177;133
2508;95;164;129
2653;21;223;159
2384;77;239;111
2038;100;241;107
2266;42;162;142
2014;15;272;106
2324;8;211;187
2767;53;168;145
2552;89;152;185
2414;88;219;154
2828;88;237;116
2130;89;180;163
2875;88;246;132
2905;33;260;172
2763;34;195;200
2164;9;279;148
2779;18;155;198
2106;73;246;176
2422;17;177;167
2023;70;200;124
2393;62;242;101
2806;97;268;197
2782;75;187;171
2747;10;205;178
2044;36;162;181
2636;70;278;126
2428;8;218;157
2510;86;283;147
2482;92;197;112
2476;46;261;102
2141;63;210;140
2057;93;226;197
2374;16;156;111
2613;43;258;199
2093;77;276;112
2842;4;174;166
2770;12;245;200
2026;89;249;111
2776;74;184;154
2142;60;250;176
2389;78;255;115
2299;18;165;199
2922;61;205;132
2998;26;248;182
2274;60;213;166
2739;16;212;182
2021;90;216;180
2144;48;257;165
2397;91;254;124
2152;91;233;134
2704;74;169;152
2848;84;220;139
2266;18;227;175
2992;51;219;178
2970;87;248;185
2737;64;232;130
2151;16;229;142
2387;87;265;116
2054;46;232;175
2640;89;249;163
2539;26;234;144
2438;38;263;117
2971;42;161;122
2352;15;181;176
2712;36;225;125
2438;3;200;145
2766;7;195;110
2234;100;151;137
2458;70;194;172
2351;8;210;177
2723;48;262;108
2064;90;220;146
2216;9;241;124
2121;43;171;171
2784;73;245;153
2601;29;193;123
2430;83;157;166
2287;24;186;137
2938;31;174;175
2394;86;287;117
2794;44;210;100
2459;86;199;184
2212;25;153;187
2097;13;251;102
2129;54;185;150
2611;16;212;123
2334;92;213;161
2216;24;205;198
2761;23;195;198
2492;95;252;199
2269;48;260;146
2687;8;253;141
2316;68;234;129
2450;72;182;126
2221;90;264;169
2005;2;170;116
2264;75;175;167
2024;38;253;128
2500;38;220;127
2164;52;254;170
2354;95;266;103
2738;40;288;144
2151;6;170;114
2990;79;299;105
2784;18;234;102
2087;24;172;144
2806;24;244;173
2920;74;234;136
2971;42;152;101
2343;43;227;147
2409;85;299;159
2199;85;258;118
2464;66;281;181
2821;72;159;172
2602;39;240;195
2288;40;197;169
2435;75;297;176
2204;59;272;120
2229;60;256;112
2949;33;150;118
2922;2;267;131
2762;34;192;156
2936;53;283;185
2892;80;295;187
2649;88;285;106
2799;74;280;122
2555;30;243;195
2117;80;206;144
2918;25;155;181
2151;44;198;159
2000;90;169;141
2239;100;278;122
2039;52;223;120
2666;31;299;102
2918;94;259;144
2647;48;181;132
2314;53;282;188
2322;11;170;168
2944;58;228;195
2547;97;278;145
2899;3;204;106
2051;12;159;150
2626;95;296;185
2357;31;218;173
2807;66;162;185
2911;30;257;147
2874;67;179;181
2167;87;179;152
2932;43;286;103
2679;56;223;184
2151;70;166;183
2155;54;234;114
2220;59;265;190
2270;22;278;160
2185;78;277;123
2522;100;230;109
2747;21;280;198
2984;16;162;117
2130;68;296;166
2585;4;234;177
2913;84;179;188
2010;4;226;197
2340;57;184;147
2271;62;210;153
2604;54;185;159
2154;89;203;107
2214;64;174;171
2394;71;236;103
2409;30;297;151
2610;38;188;128
2100;39;187;187
2388;78;245;109
2130;50;239;135
2329;21;188;157
2861;12;187;151
2454;57;240;109
2428;51;244;186
2507;99;171;195
2318;47;180;125
2279;10;280;146
2403;22;288;160
2927;26;300;148
2615;75;285;128
2992;10;248;113
2529;40;272;182
2064;60;175;107
2204;75;260;191
2444;25;180;173
2766;71;179;132
2003;74;234;186
2579;8;230;114
2914;34;257;110
2489;25;156;194
2907;61;299;196
2566;72;168;128
2250;68;181;151
2867;55;201;122
2424;72;179;156
2565;19;229;110
2662;44;165;131
2086;38;230;141
2806;81;160;187
2340;78;193;174
2674;85;161;102
2708;36;237;173
2769;85;165;148
2945;14;236;167
2184;34;235;127
2574;73;285;121
2729;60;271;156
2890;79;279;158
2677;37;229;191
2634;67;250;160
2941;57;281;192
2668;84;200;131
2327;6;259;186
2216;7;271;191
2130;76;273;142
2528;60;278;131
2183;67;261;153
2728;68;189;188
2108;16;151;170
2799;35;217;158
2669;98;158;135
2514;67;220;157
2187;43;229;150
2142;20;190;139
2768;42;197;180
2287;89;172;154
2972;29;200;166
2001;67;170;158
2168;81;150;145
2182;95;233;200
2207;55;233;173
2429;50;184;171
2450;100;156;150
2156;22;298;106
2076;17;214;124
2391;99;296;107
2310;42;156;131
2911;86;250;155
2920;74;205;174
2931;56;193;131
2967;61;273;120
2681;21;261;182
2254;68;263;135
2365;55;296;134
2645;99;283;147
2732;87;206;119
2177;66;157;187
2279;36;239;126
2839;46;192;109
2354;6;167;141
2415;54;241;197
2398;83;223;120
2872;33;299;197
2821;92;231;173
2869;34;158;185
2340;9;292;178
2145;95;208;166
2136;29;300;180
2355;50;230;140
2483;74;293;119
2962;63;227;145
2992;43;274;139
2505;37;187;159
2717;73;252;189
2526;83;234;105
2408;36;216;185
2634;80;158;120
2612;34;208;199
2859;48;241;101
2661;69;184;175
2761;19;156;104
2525;2;178;179
2099;19;263;181
2971;38;226;160
2282;46;252;176
2154;69;194;127
2669;94;258;152
2305;65;156;190
2491;24;251;129
2391;13;252;158
2865;76;289;147
2981;99;223;176
2344;14;165;124
2181;50;275;156
2380;9;253;181
2703;56;259;152
2785;67;230;113
2610;6;278;132
2530;6;279;145
2582;90;212;117
2346;69;158;125
2379;75;186;151
2193;84;282;131
2480;41;200;140
2936;55;161;117
2003;78;290;118
2872;99;287;155
2573;64;192;189
2211;38;214;151
2435;8;225;113
2588;67;177;108
2000;87;150;124
2031;10;160;138
2725;44;207;134
2129;40;151;183
2777;99;300;135
2600;92;280;180
2493;23;299;165
2489;55;226;159
2140;24;279;146
2472;17;223;125
